"","PCs","Accuracy","Sensitivity","Specificity","MRD_best_cut","P_value","adj_P_value_BH","adj_P_value_bonferroni"
"231","4, 5, 9",19,11,8,0.000938970907232776,0.00103199174406605,0.00309370711847492,1
"232","2, 4, 9",19,11,8,0.000884893825964902,0.00103199174406605,0.00309370711847492,1
"233","1, 2, 5, 9",19,11,8,0.00082780756796803,0.00103199174406605,0.00309370711847492,1
"234","2, 3, 4, 9",19,11,8,0.000762457631534711,0.00103199174406605,0.00309370711847492,1
"235","1, 3, 5, 7, 9, 10",19,11,8,0.000755103229128501,0.00103199174406605,0.00309370711847492,1
"236","1, 2, 3, 5, 6, 10",19,11,8,0.000730979603137873,0.00103199174406605,0.00309370711847492,1
"237","1, 2, 3, 4, 5",19,11,8,0.000630250606036614,0.00103199174406605,0.00309370711847492,1
"238","1, 2, 3, 5, 7, 9, 10",19,11,8,0.000584687123340949,0.00103199174406605,0.00309370711847492,1
"239","1, 2, 5, 6, 9, 10",19,11,8,0.000471227748986405,0.00103199174406605,0.00309370711847492,1
"240","4, 9",19,11,8,0.000432037530651127,0.00103199174406605,0.00309370711847492,1
"241","2, 3, 10",19,11,8,0.000127630295958003,0.00103199174406605,0.00309370711847492,1
"242","1, 4, 5, 7, 9, 10",19,11,8,6.67642010247563e-05,0.00103199174406605,0.00309370711847492,1
"243","2, 3, 4, 5, 6, 7, 8, 9, 10",19,10,9,0.0308522934454315,0.00190521552750655,0.00309370711847492,1
"244","1, 3, 4, 5, 6, 7, 8, 9, 10",19,10,9,0.0305928104138184,0.00190521552750655,0.00309370711847492,1
"245","1, 2, 3, 4, 5, 6, 7, 8, 9, 10",19,10,9,0.0303578630045656,0.00190521552750655,0.00309370711847492,1
"246","1, 2, 3, 5, 6, 7, 8, 9, 10",19,10,9,0.0298968809025437,0.00190521552750655,0.00309370711847492,1
"247","1, 3, 4, 5, 7, 8, 9, 10",19,10,9,0.0250063195503494,0.00190521552750655,0.00309370711847492,1
"248","2, 3, 4, 5, 7, 8, 9, 10",19,10,9,0.0232481206966649,0.00190521552750655,0.00309370711847492,1
"249","2, 3, 5, 6, 7, 8, 9, 10",19,10,9,0.0202194588958325,0.00190521552750655,0.00309370711847492,1
"250","1, 3, 5, 6, 7, 8, 9, 10",19,10,9,0.0198795379759007,0.00190521552750655,0.00309370711847492,1
"251","2, 3, 4, 5, 7, 9",19,10,9,0.0194875394799203,0.00190521552750655,0.00309370711847492,1
"252","1, 3, 4, 5, 7, 9",19,10,9,0.018180241910332,0.00190521552750655,0.00309370711847492,1
"253","2, 3, 5, 7, 9",19,10,9,0.0180127536745011,0.00190521552750655,0.00309370711847492,1
"254","1, 3, 5, 6, 7, 9, 10",19,10,9,0.0179601859303604,0.00190521552750655,0.00309370711847492,1
"255","1, 3, 5, 7, 9",19,10,9,0.0179173946798155,0.00190521552750655,0.00309370711847492,1
"256","1, 2, 3, 5, 6, 8, 9, 10",19,10,9,0.0174649733838329,0.00190521552750655,0.00309370711847492,1
"257","1, 2, 3, 4, 5, 7, 9",19,10,9,0.0173632678438664,0.00190521552750655,0.00309370711847492,1
"258","1, 3, 5, 6, 8, 9, 10",19,10,9,0.0170235502301207,0.00190521552750655,0.00309370711847492,1
"259","1, 2, 4, 5, 7, 9",19,10,9,0.0168363085322346,0.00190521552750655,0.00309370711847492,1
"260","2, 3, 5, 6, 7, 9, 10",19,10,9,0.01675489155492,0.00190521552750655,0.00309370711847492,1
"261","1, 2, 3, 5, 7, 9",19,10,9,0.016660904621158,0.00190521552750655,0.00309370711847492,1
"262","2, 3, 4, 5, 7, 8, 9",19,10,9,0.0163505626175651,0.00190521552750655,0.00309370711847492,1
"263","1, 4, 5, 7, 9",19,10,9,0.0160798049669205,0.00190521552750655,0.00309370711847492,1
"264","1, 3, 4, 5, 7, 8, 9",19,10,9,0.0154569321405786,0.00190521552750655,0.00309370711847492,1
"265","1, 2, 3, 4, 5, 7, 8, 9",19,10,9,0.015121450005683,0.00190521552750655,0.00309370711847492,1
"266","3, 4, 5, 7, 9",19,10,9,0.014981392978924,0.00190521552750655,0.00309370711847492,1
"267","1, 3, 4, 5, 6, 7, 9",19,10,9,0.0149788094677302,0.00190521552750655,0.00309370711847492,1
"268","2, 3, 4, 5, 6, 7, 9",19,10,9,0.01482880603189,0.00190521552750655,0.00309370711847492,1
"269","1, 2, 3, 4, 5, 6, 7, 9",19,10,9,0.014789646709715,0.00190521552750655,0.00309370711847492,1
"270","2, 4, 5, 7, 9",19,10,9,0.0144550887116701,0.00190521552750655,0.00309370711847492,1
"271","1, 2, 3, 5, 6, 7, 8, 10",19,10,9,0.0139701151745054,0.00190521552750655,0.00309370711847492,1
"272","2, 3, 5, 6, 7, 8, 10",19,10,9,0.0137941646750681,0.00190521552750655,0.00309370711847492,1
"273","2, 3, 5, 7, 9, 10",19,10,9,0.0136743180708064,0.00190521552750655,0.00309370711847492,1
"274","1, 3, 5, 6, 7, 8, 10",19,10,9,0.0135909751775798,0.00190521552750655,0.00309370711847492,1
"275","1, 3, 5, 6, 7, 9",19,10,9,0.0132447482948896,0.00190521552750655,0.00309370711847492,1
"276","2, 3, 5, 6, 7, 9",19,10,9,0.0131541548258418,0.00190521552750655,0.00309370711847492,1
"277","1, 3, 4, 5, 6, 7, 8, 9",19,10,9,0.0130445262357583,0.00190521552750655,0.00309370711847492,1
"278","2, 3, 4, 5, 6, 7, 8, 9",19,10,9,0.0129792230869693,0.00190521552750655,0.00309370711847492,1
"279","1, 2, 4, 5, 7, 9, 10",19,10,9,0.0127495045288456,0.00190521552750655,0.00309370711847492,1
"280","1, 2, 3, 5, 6, 7, 9",19,10,9,0.0126156652627211,0.00190521552750655,0.00309370711847492,1
"281","1, 2, 4, 5, 7, 8, 9",19,10,9,0.0125816009983594,0.00190521552750655,0.00309370711847492,1
"282","1, 2, 4, 5, 6, 7, 9",19,10,9,0.0124542721566414,0.00190521552750655,0.00309370711847492,1
"283","2, 3, 5, 7, 8, 9",19,10,9,0.0119604349966006,0.00190521552750655,0.00309370711847492,1
"284","1, 2, 3, 4, 5, 6, 7, 8, 9",19,10,9,0.0118890849517643,0.00190521552750655,0.00309370711847492,1
"285","3, 4, 5, 7, 8",19,10,9,0.0113772761921829,0.00190521552750655,0.00309370711847492,1
"286","1, 3, 4, 5, 7, 8",19,10,9,0.0112396667614094,0.00190521552750655,0.00309370711847492,1
"287","1, 4, 5, 7, 8",19,10,9,0.0112014673055507,0.00190521552750655,0.00309370711847492,1
"288","2, 3, 4, 5, 7, 8",19,10,9,0.0109992476576652,0.00190521552750655,0.00309370711847492,1
"289","1, 3, 5, 7, 8, 9",19,10,9,0.0109698569039171,0.00190521552750655,0.00309370711847492,1
"290","2, 4, 5, 7, 8",19,10,9,0.0107184297373905,0.00190521552750655,0.00309370711847492,1
"291","1, 3, 5, 6, 7, 8, 9",19,10,9,0.0106488950450774,0.00190521552750655,0.00309370711847492,1
"292","1, 2, 3, 5, 7, 8, 9",19,10,9,0.0106478822962969,0.00190521552750655,0.00309370711847492,1
"293","1, 2, 3, 4, 5, 7, 8",19,10,9,0.0104993009756648,0.00190521552750655,0.00309370711847492,1
"294","1, 4, 5, 6, 7, 9",19,10,9,0.010484922491507,0.00190521552750655,0.00309370711847492,1
"295","1, 2, 4, 5, 7, 8",19,10,9,0.0104569922866561,0.00190521552750655,0.00309370711847492,1
"296","2, 3, 5, 6, 7, 8, 9",19,10,9,0.0101634137335405,0.00190521552750655,0.00309370711847492,1
"297","1, 2, 4, 5, 6, 7, 8, 9",19,10,9,0.0101264834212021,0.00190521552750655,0.00309370711847492,1
"298","1, 4, 5, 7, 8, 9",19,10,9,0.0100165198109588,0.00190521552750655,0.00309370711847492,1
"299","1, 2, 4, 5, 6, 7, 9, 10",19,10,9,0.00960006995887787,0.00190521552750655,0.00309370711847492,1
"300","1, 2, 3, 5, 6, 7, 8, 9",19,10,9,0.00943637088467397,0.00190521552750655,0.00309370711847492,1
"301","3, 4, 5, 7, 9, 10",19,10,9,0.00925898984222041,0.00190521552750655,0.00309370711847492,1
"302","3, 4, 5, 6, 9, 10",19,10,9,0.00923331091909552,0.00190521552750655,0.00309370711847492,1
"303","1, 2, 4, 5, 7, 8, 9, 10",19,10,9,0.00889380455646799,0.00190521552750655,0.00309370711847492,1
"304","3, 4, 5, 7, 8, 9",19,10,9,0.00887141133263702,0.00190521552750655,0.00309370711847492,1
"305","1, 2, 4, 5, 6, 8, 9, 10",19,10,9,0.00885012420192909,0.00190521552750655,0.00309370711847492,1
"306","1, 4, 5, 6, 7, 8, 9",19,10,9,0.00884351704292944,0.00190521552750655,0.00309370711847492,1
"307","1, 4, 5, 6, 7, 8",19,10,9,0.00876243567978871,0.00190521552750655,0.00309370711847492,1
"308","1, 4, 5, 6, 9",19,10,9,0.00859012886638912,0.00190521552750655,0.00309370711847492,1
"309","2, 4, 5, 7, 9, 10",19,10,9,0.00855107121465704,0.00190521552750655,0.00309370711847492,1
"310","1, 2, 4, 5, 6, 9",19,10,9,0.00831946171003795,0.00190521552750655,0.00309370711847492,1
"311","1, 3, 4, 5, 6, 9",19,10,9,0.0082991972952995,0.00190521552750655,0.00309370711847492,1
"312","1, 2, 3, 4, 5, 6, 9",19,10,9,0.00824387996067747,0.00190521552750655,0.00309370711847492,1
"313","1, 3, 4, 5, 6, 7, 8",19,10,9,0.00816496583957794,0.00190521552750655,0.00309370711847492,1
"314","1, 2, 4, 5, 6, 7, 8",19,10,9,0.00813733521258659,0.00190521552750655,0.00309370711847492,1
"315","3, 4, 5, 6, 7, 8",19,10,9,0.00799433002075015,0.00190521552750655,0.00309370711847492,1
"316","2, 4, 5, 6, 7, 8",19,10,9,0.00796643308141371,0.00190521552750655,0.00309370711847492,1
"317","1, 4, 5, 6, 7, 9, 10",19,10,9,0.00793434253779033,0.00190521552750655,0.00309370711847492,1
"318","2, 4, 5, 7, 8, 9",19,10,9,0.00768117913909751,0.00190521552750655,0.00309370711847492,1
"319","1, 2, 4, 5, 6, 7, 8, 9, 10",19,10,9,0.00766085041812329,0.00190521552750655,0.00309370711847492,1
"320","1, 2, 3, 4, 5, 6, 7, 8",19,10,9,0.00755325676466159,0.00190521552750655,0.00309370711847492,1
"321","2, 4, 5, 6, 7, 9",19,10,9,0.00750275970147814,0.00190521552750655,0.00309370711847492,1
"322","3, 4, 5, 6, 7, 9",19,10,9,0.00747538784753821,0.00190521552750655,0.00309370711847492,1
"323","2, 3, 4, 5, 6, 7, 8",19,10,9,0.00737701255586868,0.00190521552750655,0.00309370711847492,1
"324","1, 3, 5, 7, 8",19,10,9,0.00717612126524762,0.00190521552750655,0.00309370711847492,1
"325","3, 4, 5, 8, 9",19,10,9,0.00698897814326174,0.00190521552750655,0.00309370711847492,1
"326","2, 3, 4, 5, 8, 9",19,10,9,0.00663138964414765,0.00190521552750655,0.00309370711847492,1
"327","2, 4, 5, 8, 9",19,10,9,0.00660005945449608,0.00190521552750655,0.00309370711847492,1
"328","3, 4, 5, 6, 9",19,10,9,0.00644402498069645,0.00190521552750655,0.00309370711847492,1
"329","2, 3, 5, 7, 8",19,10,9,0.0064421796709543,0.00190521552750655,0.00309370711847492,1
"330","1, 2, 3, 5, 7, 8",19,10,9,0.00643682666524681,0.00190521552750655,0.00309370711847492,1
"331","2, 4, 5, 6, 8, 9",19,10,9,0.00640340795696039,0.00190521552750655,0.00309370711847492,1
"332","3, 4, 5, 6, 7, 8, 9",19,10,9,0.00639407773173412,0.00190521552750655,0.00309370711847492,1
"333","3, 4, 5, 6, 8, 9",19,10,9,0.00633342645565948,0.00190521552750655,0.00309370711847492,1
"334","2, 3, 4, 5, 6, 8, 9",19,10,9,0.00628880898962219,0.00190521552750655,0.00309370711847492,1
"335","1, 3, 4, 5, 8, 9",19,10,9,0.0062779316171796,0.00190521552750655,0.00309370711847492,1
"336","1, 2, 3, 4, 5, 8, 9",19,10,9,0.00626290344065912,0.00190521552750655,0.00309370711847492,1
"337","1, 4, 5, 8, 9",19,10,9,0.00624618466634992,0.00190521552750655,0.00309370711847492,1
"338","1, 2, 4, 5, 8, 9",19,10,9,0.00623157194570759,0.00190521552750655,0.00309370711847492,1
"339","1, 4, 5, 7, 8, 9, 10",19,10,9,0.00622497311059338,0.00190521552750655,0.00309370711847492,1
"340","2, 4, 5, 6, 9",19,10,9,0.00600778015557661,0.00190521552750655,0.00309370711847492,1
"341","2, 3, 4, 5, 6, 9",19,10,9,0.00597217935168202,0.00190521552750655,0.00309370711847492,1
"342","3, 4, 5, 6, 7, 9, 10",19,10,9,0.00593601693029384,0.00190521552750655,0.00309370711847492,1
"343","2, 4, 5, 6, 7, 9, 10",19,10,9,0.00572829378053882,0.00190521552750655,0.00309370711847492,1
"344","2, 3, 5, 9",19,10,9,0.00571332240397617,0.00190521552750655,0.00309370711847492,1
"345","1, 4, 5, 6, 7, 8, 9, 10",19,10,9,0.00552243898898015,0.00190521552750655,0.00309370711847492,1
"346","2, 4, 5, 6, 7, 8, 9",19,10,9,0.0053447741384436,0.00190521552750655,0.00309370711847492,1
"347","1, 4, 5, 6, 8, 9, 10",19,10,9,0.00532187082029043,0.00190521552750655,0.00309370711847492,1
"348","2, 4, 6, 9",19,10,9,0.00518734923621223,0.00190521552750655,0.00309370711847492,1
"349","3, 4, 6, 9",19,10,9,0.00507974259647775,0.00190521552750655,0.00309370711847492,1
"350","1, 4, 6, 9",19,10,9,0.00494850828967655,0.00190521552750655,0.00309370711847492,1
"351","1, 2, 4, 6, 9",19,10,9,0.00491157688944712,0.00190521552750655,0.00309370711847492,1
"352","1, 3, 4, 6, 9",19,10,9,0.0048111935067156,0.00190521552750655,0.00309370711847492,1
"353","1, 10",19,10,9,0.00478357750149772,0.00190521552750655,0.00309370711847492,1
"354","1, 2, 3, 4, 6, 9",19,10,9,0.00477500535355647,0.00190521552750655,0.00309370711847492,1
"355","4, 5, 7, 9",19,10,9,0.00465198682065431,0.00190521552750655,0.00309370711847492,1
"356","2, 3, 4, 6, 9",19,10,9,0.00464088711319981,0.00190521552750655,0.00309370711847492,1
"357","2, 4, 5, 6, 8, 9, 10",19,10,9,0.00453384540295649,0.00190521552750655,0.00309370711847492,1
"358","2, 5, 9",19,10,9,0.00450555822016954,0.00190521552750655,0.00309370711847492,1
"359","1, 2, 5, 7, 9",19,10,9,0.00446157115049937,0.00190521552750655,0.00309370711847492,1
"360","1, 3, 4, 5, 6, 8, 9",19,10,9,0.00431234237077246,0.00190521552750655,0.00309370711847492,1
"361","2, 3, 5, 6, 7, 8",19,10,9,0.00429057064930035,0.00190521552750655,0.00309370711847492,1
"362","1, 4, 5, 6, 8, 9",19,10,9,0.00428118654874962,0.00190521552750655,0.00309370711847492,1
"363","3, 4, 5, 7",19,10,9,0.00423098093750986,0.00190521552750655,0.00309370711847492,1
"364","2, 4, 6, 9, 10",19,10,9,0.00422782878200453,0.00190521552750655,0.00309370711847492,1
"365","1, 2, 3, 4, 5, 6, 8, 9",19,10,9,0.00415931966969443,0.00190521552750655,0.00309370711847492,1
"366","1, 2, 4, 5, 6, 8, 9",19,10,9,0.00412737433048889,0.00190521552750655,0.00309370711847492,1
"367","1, 3, 5, 6, 7, 8",19,10,9,0.00375280216036255,0.00190521552750655,0.00309370711847492,1
"368","3, 5, 9",19,10,9,0.00365524356431679,0.00190521552750655,0.00309370711847492,1
"369","1, 2, 3, 5, 6, 7, 8",19,10,9,0.00347844497640935,0.00190521552750655,0.00309370711847492,1
"370","1, 2, 5, 7, 8",19,10,9,0.00340290328109702,0.00190521552750655,0.00309370711847492,1
"371","1, 4, 6, 9, 10",19,10,9,0.00338806072277081,0.00190521552750655,0.00309370711847492,1
"372","2, 4, 5, 7, 8, 9, 10",19,10,9,0.0033037900989263,0.00190521552750655,0.00309370711847492,1
"373","2, 3, 4, 5, 7",19,10,9,0.00328804788173867,0.00190521552750655,0.00309370711847492,1
"374","4, 5, 7",19,10,9,0.0032121266948213,0.00190521552750655,0.00309370711847492,1
"375","1, 3, 4, 5, 7",19,10,9,0.00312801023425472,0.00190521552750655,0.00309370711847492,1
"376","1, 2, 3, 4, 5, 7",19,10,9,0.00307243712904948,0.00190521552750655,0.00309370711847492,1
"377","3, 4, 5, 8",19,10,9,0.0030559731923999,0.00190521552750655,0.00309370711847492,1
"378","2, 3, 5, 8, 9",19,10,9,0.00290858765059868,0.00190521552750655,0.00309370711847492,1
"379","2, 3, 6, 10",19,10,9,0.00274572242687862,0.00190521552750655,0.00309370711847492,1
"380","2, 4, 5, 7",19,10,9,0.0026667226361711,0.00190521552750655,0.00309370711847492,1
"381","2, 3, 5, 6, 8, 9",19,10,9,0.00261181696052956,0.00190521552750655,0.00309370711847492,1
"382","2, 4, 5, 6, 7, 8, 9, 10",19,10,9,0.00255815179168263,0.00190521552750655,0.00309370711847492,1
"383","3, 4, 5, 6, 7, 8, 9, 10",19,10,9,0.00252602359805119,0.00190521552750655,0.00309370711847492,1
"384","4, 6, 9",19,10,9,0.00243287296691953,0.00190521552750655,0.00309370711847492,1
"385","1, 2, 4, 6, 9, 10",19,10,9,0.00232635448449181,0.00190521552750655,0.00309370711847492,1
"386","1, 4, 6, 7, 8",19,10,9,0.002210817305835,0.00190521552750655,0.00309370711847492,1
"387","1, 2, 3, 5, 6, 9",19,10,9,0.00217712479520356,0.00190521552750655,0.00309370711847492,1
"388","2, 3, 6, 8, 9",19,10,9,0.0021701863503285,0.00190521552750655,0.00309370711847492,1
"389","1, 2, 5, 6, 9",19,10,9,0.00211776385130035,0.00190521552750655,0.00309370711847492,1
"390","1, 4, 5, 7",19,10,9,0.00193518796560053,0.00190521552750655,0.00309370711847492,1
"391","1, 3, 5, 6, 9",19,10,9,0.00192927912589253,0.00190521552750655,0.00309370711847492,1
"392","1, 2, 4, 5, 7",19,10,9,0.00189590506102839,0.00190521552750655,0.00309370711847492,1
"393","1, 5, 9",19,10,9,0.00189568468361882,0.00190521552750655,0.00309370711847492,1
"394","3, 9, 10",19,10,9,0.0018431839306973,0.00190521552750655,0.00309370711847492,1
"395","3, 4, 8, 10",19,10,9,0.00183953290094494,0.00190521552750655,0.00309370711847492,1
"396","4, 5, 8, 9",19,10,9,0.00182400849669735,0.00190521552750655,0.00309370711847492,1
"397","1, 3, 4, 6, 7, 8",19,10,9,0.00172262296424953,0.00190521552750655,0.00309370711847492,1
"398","3, 4, 6, 8, 9",19,10,9,0.00163891564515386,0.00190521552750655,0.00309370711847492,1
"399","1, 2, 4, 6, 7, 8",19,10,9,0.00161864869896029,0.00190521552750655,0.00309370711847492,1
"400","2, 3, 4, 6, 8, 9",19,10,9,0.00161013612096948,0.00190521552750655,0.00309370711847492,1
"401","2, 3, 6, 9",19,10,9,0.00157802006201404,0.00190521552750655,0.00309370711847492,1
"402","1, 3, 4, 6, 8, 9",19,10,9,0.00153919047411401,0.00190521552750655,0.00309370711847492,1
"403","4, 5, 8",19,10,9,0.00148597048171337,0.00190521552750655,0.00309370711847492,1
"404","2, 3, 6, 7, 8",19,10,9,0.00146843271452437,0.00190521552750655,0.00309370711847492,1
"405","1, 3, 6, 9",19,10,9,0.00142781951333979,0.00190521552750655,0.00309370711847492,1
"406","2, 4, 6, 8, 9",19,10,9,0.00142350462231016,0.00190521552750655,0.00309370711847492,1
"407","1, 2, 3, 4, 6, 7, 8",19,10,9,0.00140375989226845,0.00190521552750655,0.00309370711847492,1
"408","4, 5, 7, 8",19,10,9,0.00138834791966998,0.00190521552750655,0.00309370711847492,1
"409","3, 4, 6, 7, 8",19,10,9,0.00138598659886528,0.00190521552750655,0.00309370711847492,1
"410","1, 3, 5, 8, 9",19,10,9,0.00136314139723774,0.00190521552750655,0.00309370711847492,1
"411","1, 3, 5, 6, 8, 9",19,10,9,0.00129076607492938,0.00190521552750655,0.00309370711847492,1
"412","1, 2, 3, 5, 6, 8, 9",19,10,9,0.00127955179393236,0.00190521552750655,0.00309370711847492,1
"413","2, 3, 4, 8, 10",19,10,9,0.00124353712120149,0.00190521552750655,0.00309370711847492,1
"414","1, 3, 6, 8, 9",19,10,9,0.0011967071973851,0.00190521552750655,0.00309370711847492,1
"415","1, 2, 3, 6, 8, 9",19,10,9,0.0011860115932176,0.00190521552750655,0.00309370711847492,1
"416","1, 3, 4, 5, 8",19,10,9,0.00114276420228272,0.00190521552750655,0.00309370711847492,1
"417","1, 4, 6, 8, 9",19,10,9,0.00110995966497813,0.00190521552750655,0.00309370711847492,1
"418","2, 4, 6, 7, 8",19,10,9,0.00109616156654607,0.00190521552750655,0.00309370711847492,1
"419","2, 4, 5",19,10,9,0.00105023852356129,0.00190521552750655,0.00309370711847492,1
"420","2, 6, 9",19,10,9,0.00104023718027442,0.00190521552750655,0.00309370711847492,1
"421","1, 2, 3, 5, 8, 9",19,10,9,0.00100661962223204,0.00190521552750655,0.00309370711847492,1
"422","1, 2, 4, 5",19,10,9,0.000985517929912989,0.00190521552750655,0.00309370711847492,1
"423","2, 3, 4, 6, 7, 8",19,10,9,0.000960852809584887,0.00190521552750655,0.00309370711847492,1
"424","2, 3, 5, 6, 9",19,10,9,0.000952522793157357,0.00190521552750655,0.00309370711847492,1
"425","3, 4, 6, 7, 9, 10",19,10,9,0.000914760094247357,0.00190521552750655,0.00309370711847492,1
"426","1, 3, 4, 6",19,10,9,0.000903349254663694,0.00190521552750655,0.00309370711847492,1
"427","1, 3, 4, 8, 10",19,10,9,0.000900590152416253,0.00190521552750655,0.00309370711847492,1
"428","1, 3, 5, 7",19,10,9,0.000870343683602396,0.00190521552750655,0.00309370711847492,1
"429","1, 2, 5, 6, 7, 8",19,10,9,0.000862957286031533,0.00190521552750655,0.00309370711847492,1
"430","2, 4, 6, 8, 9, 10",19,10,9,0.000843301370889588,0.00190521552750655,0.00309370711847492,1
"431","3, 4, 8, 9, 10",19,10,9,0.000797058635098245,0.00190521552750655,0.00309370711847492,1
"432","1, 2, 5, 6, 8, 9",19,10,9,0.000774275828349599,0.00190521552750655,0.00309370711847492,1
"433","1, 2, 3, 5, 7",19,10,9,0.000768039805151447,0.00190521552750655,0.00309370711847492,1
"434","1, 2, 6, 8, 9",19,10,9,0.000677169328945734,0.00190521552750655,0.00309370711847492,1
"435","4, 7, 9, 10",19,10,9,0.000663134812638601,0.00190521552750655,0.00309370711847492,1
"436","4, 5, 6, 9",19,10,9,0.000658356055487839,0.00190521552750655,0.00309370711847492,1
"437","2, 3, 4, 6, 7, 9, 10",19,10,9,0.000652277166711117,0.00190521552750655,0.00309370711847492,1
"438","3, 4, 7, 9, 10",19,10,9,0.000628093099561317,0.00190521552750655,0.00309370711847492,1
"439","2, 4, 6, 7, 9, 10",19,10,9,0.000608336862906386,0.00190521552750655,0.00309370711847492,1
"440","3, 6",19,10,9,0.000590435737202051,0.00190521552750655,0.00309370711847492,1
"441","3, 4, 6, 8",19,10,9,0.000579115175030825,0.00190521552750655,0.00309370711847492,1
"442","1, 2, 3, 4, 8, 10",19,10,9,0.000550345843152156,0.00190521552750655,0.00309370711847492,1
"443","4, 5",19,10,9,0.000510788827253177,0.00190521552750655,0.00309370711847492,1
"444","4, 6, 8",19,10,9,0.000508018235306079,0.00190521552750655,0.00309370711847492,1
"445","1, 3, 6, 7, 8",19,10,9,0.000450349826208552,0.00190521552750655,0.00309370711847492,1
"446","1, 3, 4, 6, 7, 9, 10",19,10,9,0.000412838063802479,0.00190521552750655,0.00309370711847492,1
"447","2, 3, 9, 10",19,10,9,0.00040280774005547,0.00190521552750655,0.00309370711847492,1
"448","1, 2, 3, 4, 6",19,10,9,0.000388983329870519,0.00190521552750655,0.00309370711847492,1
"449","1, 4, 6, 7, 9, 10",19,10,9,0.000368775388530796,0.00190521552750655,0.00309370711847492,1
"450","1, 2, 3, 4, 6, 8, 9",19,10,9,0.000363159616299114,0.00190521552750655,0.00309370711847492,1
"451","3, 4, 7, 8, 10",19,10,9,0.000341036400101344,0.00190521552750655,0.00309370711847492,1
"452","1, 2, 3, 6, 7, 8",19,10,9,0.000330750810553691,0.00190521552750655,0.00309370711847492,1
"453","1, 4, 5",19,10,9,0.000265360253430326,0.00190521552750655,0.00309370711847492,1
"454","1, 2, 6, 7, 8",19,10,9,0.000259916416764532,0.00190521552750655,0.00309370711847492,1
"455","1, 2, 5, 8, 9",19,10,9,0.000250468875915805,0.00190521552750655,0.00309370711847492,1
"456","2, 4, 8, 10",19,10,9,0.000206832579219451,0.00190521552750655,0.00309370711847492,1
"457","1, 3, 4, 6, 8",19,10,9,0.000205869045265917,0.00190521552750655,0.00309370711847492,1
"458","2, 3, 4, 7, 8, 10",19,10,9,0.000190020133360093,0.00190521552750655,0.00309370711847492,1
"459","1, 4, 6, 8, 9, 10",19,10,9,0.000184708866505102,0.00190521552750655,0.00309370711847492,1
"460","2, 3, 4, 5, 8",19,10,9,0.000176528145663195,0.00190521552750655,0.00309370711847492,1
"461","1, 2, 3, 4, 6, 7, 9, 10",19,10,9,0.000158135563657985,0.00190521552750655,0.00309370711847492,1
"462","2, 9, 10",19,10,9,0.000130484002949956,0.00190521552750655,0.00309370711847492,1
"463","1, 4, 6, 8",19,10,9,0.000116673082184736,0.00190521552750655,0.00309370711847492,1
"464","1, 2, 4, 6, 7, 9, 10",19,10,9,0.000114108839523688,0.00190521552750655,0.00309370711847492,1
"465","1, 3, 4, 6, 7, 9",19,10,9,0.000106280701304567,0.00190521552750655,0.00309370711847492,1
"466","2, 4, 5, 6, 7, 10",19,10,9,9.49429539331692e-05,0.00190521552750655,0.00309370711847492,1
"467","2, 5, 6, 10",19,10,9,8.09574163875906e-05,0.00190521552750655,0.00309370711847492,1
"468","3, 4, 6",19,10,9,3.8013014962656e-05,0.00190521552750655,0.00309370711847492,1
"469","2, 4, 5, 6",19,10,9,1.80953442034809e-05,0.00190521552750655,0.00309370711847492,1
"470","1, 4, 6, 7, 9",19,10,9,6.45400557209089e-06,0.00190521552750655,0.00309370711847492,1
"471","1, 3, 8, 10",19,9,10,0.00633049074417488,0.00190521552750655,0.00309370711847492,1
"472","2, 3, 8, 10",19,9,10,0.00613131098840144,0.00190521552750655,0.00309370711847492,1
"473","1, 2, 8, 10",19,9,10,0.00589592574621175,0.00190521552750655,0.00309370711847492,1
"474","1, 2, 3, 8, 10",19,9,10,0.00585464093728837,0.00190521552750655,0.00309370711847492,1
"475","2, 6, 10",19,9,10,0.00570959126178975,0.00190521552750655,0.00309370711847492,1
"476","1, 8, 10",19,9,10,0.0053988125328049,0.00190521552750655,0.00309370711847492,1
"477","3, 5, 8, 10",19,9,10,0.00481070266257714,0.00190521552750655,0.00309370711847492,1
"478","3, 6, 8, 10",19,9,10,0.00473646530689085,0.00190521552750655,0.00309370711847492,1
"479","1, 4, 8, 10",19,9,10,0.00466316573878649,0.00190521552750655,0.00309370711847492,1
"480","1, 2, 4, 8, 10",19,9,10,0.00463859070355817,0.00190521552750655,0.00309370711847492,1
"481","4, 8, 10",19,9,10,0.0045667727502912,0.00190521552750655,0.00309370711847492,1
"482","2, 3, 8, 9, 10",19,9,10,0.00452533669045483,0.00190521552750655,0.00309370711847492,1
"483","1, 2, 3, 8, 9, 10",19,9,10,0.00435115834650333,0.00190521552750655,0.00309370711847492,1
"484","1, 3, 8, 9, 10",19,9,10,0.00416575419732184,0.00190521552750655,0.00309370711847492,1
"485","1, 3, 6, 7, 8, 10",19,9,10,0.00407848952608699,0.00190521552750655,0.00309370711847492,1
"486","1, 2, 8, 9, 10",19,9,10,0.00389753183222885,0.00190521552750655,0.00309370711847492,1
"487","2, 3, 6, 7, 8, 10",19,9,10,0.00385634084728071,0.00190521552750655,0.00309370711847492,1
"488","2, 8, 10",19,9,10,0.00365891044354094,0.00190521552750655,0.00309370711847492,1
